Id2;application_when;address_state;occupation;birth_date;monthly_income;monthly_rent;residence_rent_or_own;residence_duration;bank_account_duration;home_phone_type;gender;score_TU;score_FICO_money;score_lexisnexis;score_serasa;score_unit4;credit_line_requested;credit_line_approved
8495;09/01/14 19:09;SP;Commercial diver;10/01/94;4400;1050;TRUE;1-2 years;3+ years;Home;female;200;324;259;45;215;2000;1000
8496;27/11/12 15:49;PE;Sales manager;30/03/79;3500;2100;TRUE;6 months or less;1-2 years;Mobile;male;200;340;261;21;314;1500;1000
8497;12/08/13 04:53;MT;Management consultant;11/10/57;2800;2950;FALSE;3+ years;1-2 years;Home;female;631;585;540;0;663;1500;1100
8498;22/05/14 11:56;SP;Vocational nurse;01/09/97;4000;2250;TRUE;3+ years;7-12 months;Mobile;male;729;820;608;556;550;2500;1100
8499;15/12/14 18:35;AM;Credit checker;11/11/79;3000;150;FALSE;3+ years;3+ years;Mobile;male;719;696;671;687;434;1500;1100
8500;17/11/12 21:16;PR;Time and attendance clerk;02/06/69;6500;1550;FALSE;3+ years;3+ years;Home;male;766;850;648;72;302;3500;3100
8501;16/02/12 14:48;SP;Agricultural product sorter;22/03/65;4500;1500;TRUE;7-12 months;6 months or less;Home;female;482;236;251;0;640;2000;1600
8502;22/07/12 14:22;CE;Truck dispatcher;26/06/79;4600;950;FALSE;3+ years;6 months or less;Home;female;716;485;643;128;426;19500;19100
8503;26/01/15 20:03;DF;Life skill counselor;08/12/71;7200;1500;TRUE;3+ years;3+ years;Mobile;female;736;850;658;0;629;1500;1100
8504;12/02/15 11:46;MS;Buyer;20/03/68;4000;1700;FALSE;7-12 months;7-12 months;Home;male;430;567;544;753;119;16000;14000
8505;07/01/15 12:03;PA;Decommissioning and decontamination (D&D) worker;23/12/70;1500;0;FALSE;1-2 years;1-2 years;Mobile;female;583;761;491;38;326;15500;15300
8506;26/05/14 19:23;SP;Data coder operator;11/07/68;15300;2400;FALSE;7-12 months;7-12 months;Mobile;male;617;743;658;69;450;32000;31500
8507;25/04/13 21:48;SP;Clinical psychologist;14/02/86;2100;1400;TRUE;7-12 months;6 months or less;Mobile;male;763;620;618;594;262;1500;1100
8508;03/10/11 15:16;SC;Pediatric dentist;04/05/85;1500;1700;TRUE;1-2 years;6 months or less;Mobile;female;200;692;221;217;249;1500;1000
8509;10/02/14 10:28;PE;Respiratory therapist;20/02/60;3600;1050;FALSE;3+ years;1-2 years;Home;female;200;218;200;271;467;17000;16400
8510;11/07/15 20:07;MG;Masseuse;12/09/89;4800;200;TRUE;3+ years;3+ years;Mobile;female;200;100;221;176;294;25000;24700
8511;13/07/12 13:32;MG;Grinding and polishing worker;25/06/90;100;650;TRUE;3+ years;6 months or less;Mobile;male;200;368;279;255;580;2500;1000
8512;30/12/13 19:03;CE;Administrative support services director;06/01/93;6500;2350;TRUE;3+ years;1-2 years;Mobile;male;680;673;690;250;357;25500;25000
8513;06/12/12 13:17;RS;Public relations representative;06/12/75;4400;200;TRUE;1-2 years;1-2 years;Mobile;male;348;321;363;470;345;2000;1000
8514;06/01/14 16:33;RJ;Conservation technician;21/11/74;7900;4450;TRUE;7-12 months;3+ years;Mobile;female;798;850;627;0;147;3500;2700
8515;23/03/13 21:42;SP;Marine;24/01/85;100;950;TRUE;3+ years;1-2 years;Mobile;male;616;538;611;80;106;2000;1300
8516;17/11/12 16:52;SE;Fish trimmer;27/04/79;5900;250;FALSE;3+ years;3+ years;Mobile;male;777;850;690;0;651;3500;1100
8517;08/04/15 00:50;PA;Chemical technician;21/09/81;1400;300;TRUE;1-2 years;1-2 years;Mobile;female;679;850;553;187;388;2500;1200
8518;03/09/12 17:41;CE;Medical laboratory technician;22/08/80;3500;950;TRUE;7-12 months;6 months or less;Mobile;male;287;349;320;764;682;2500;1000
8519;24/08/12 10:35;MS;Veterinary technician;05/11/89;5800;900;TRUE;1-2 years;3+ years;Mobile;male;569;598;482;0;257;2000;1100
8520;02/02/15 10:53;CE;Plate finisher;29/05/01;2400;950;TRUE;3+ years;7-12 months;Mobile;female;200;100;200;20;360;2000;1300
8521;20/08/12 20:33;RS;Medical technician;02/11/91;2000;0;FALSE;3+ years;1-2 years;Mobile;female;398;603;353;744;222;5500;5300
8522;03/05/12 20:13;PE;Personal attendant;26/07/68;2500;2450;TRUE;3+ years;3+ years;Mobile;male;742;701;587;13;222;1500;1100
8523;14/01/15 18:24;SP;Food scientist;18/10/56;6400;1750;FALSE;3+ years;3+ years;Mobile;female;539;569;321;50;434;24000;23400
8524;19/01/12 06:50;SP;Staffing specialist;15/02/79;900;200;TRUE;3+ years;3+ years;Mobile;male;305;430;235;386;428;3000;1100
8525;20/02/14 21:37;GO;Supply manager;02/05/57;5100;4000;FALSE;3+ years;3+ years;Mobile;female;787;850;689;423;552;1500;1100
8526;02/01/12 15:51;BA;Staff development specialist;23/03/94;2800;750;TRUE;6 months or less;3+ years;Mobile;male;336;621;365;251;410;2000;1700
8527;11/02/12 13:05;SP;Optical goods worker;10/07/66;3600;1850;TRUE;6 months or less;7-12 months;Mobile;male;548;547;534;0;143;2000;1200
8528;26/01/15 18:18;RJ;Shampooer;07/10/77;2000;150;TRUE;1-2 years;3+ years;Mobile;female;526;786;452;185;387;14500;12600
8529;09/01/13 13:33;PR;Pharmacy technician;11/11/54;6700;2000;FALSE;3+ years;7-12 months;Mobile;male;714;739;588;749;440;2000;1000
8530;10/04/14 18:56;SC;Personnel manager;30/09/77;2200;50;TRUE;7-12 months;3+ years;Mobile;male;770;810;690;593;401;2000;1200
8531;01/05/14 12:54;SP;Extractive metallurgical engineer;03/02/56;12800;1950;FALSE;6 months or less;6 months or less;Mobile;male;747;850;658;0;345;16500;16200
8532;02/01/13 15:53;SP;Local transit bus driver;03/02/48;2200;700;FALSE;3+ years;3+ years;Mobile;female;758;815;626;373;412;2500;1300
8533;18/10/14 04:40;PR;Instructional assistant;02/07/80;3000;750;TRUE;7-12 months;3+ years;Mobile;male;750;841;594;86;375;6500;4700
8534;30/09/12 16:04;SP;Cardiopulmonary technologist;18/05/74;2800;1500;TRUE;1-2 years;3+ years;Mobile;male;563;380;619;312;305;2500;1200
8535;05/10/13 21:44;DF;Retail salesperson;15/12/60;7400;2300;FALSE;1-2 years;3+ years;Mobile;female;604;850;516;26;367;28500;26500
8536;10/05/15 12:15;PR;Abstractor;09/01/89;3800;1200;TRUE;6 months or less;1-2 years;Mobile;male;662;600;549;672;464;1500;1100
8537;29/10/14 11:50;RJ;Conductor;25/12/97;1500;1450;TRUE;3+ years;6 months or less;Mobile;female;466;357;456;0;505;7500;6900
8538;11/05/11 12:11;BA;Hand packager;03/11/75;15300;2000;FALSE;3+ years;1-2 years;Mobile;female;495;526;451;306;506;14500;14100
8539;06/04/15 10:39;AM;Security officer;31/10/82;900;650;TRUE;1-2 years;6 months or less;Mobile;female;200;345;200;541;439;15500;12400
8540;06/05/13 12:22;GO;Structural metal fabricator;16/07/56;10600;3650;FALSE;3+ years;3+ years;Home;female;484;250;356;185;437;28500;28000
8541;22/03/15 21:21;MG;Process pipeline drafter;09/03/55;2100;150;TRUE;6 months or less;3+ years;Work;female;773;807;590;0;395;2500;2000
8542;02/08/14 16:01;MG;Bindery worker;22/08/85;4600;1250;TRUE;1-2 years;3+ years;Home;male;764;831;651;54;370;3500;1900
8543;04/10/13 15:59;PR;Linemen;20/03/80;6700;0;FALSE;3+ years;1-2 years;Home;female;633;850;526;511;362;4500;3800
8544;08/12/14 19:04;SC;Telephone station installer;19/09/92;2500;2000;FALSE;3+ years;3+ years;Mobile;male;200;100;200;76;486;22000;21600
8545;14/10/13 10:05;ES;Retail manager;23/07/61;1600;100;FALSE;3+ years;6 months or less;Home;female;665;742;498;387;551;1500;1100
8546;19/06/12 18:15;MS;Computer systems analyst;20/12/75;4100;2900;TRUE;6 months or less;3+ years;Mobile;male;620;623;572;0;718;2500;1000
8547;15/08/12 20:12;SP;Aircraft engineer;27/08/57;2500;0;FALSE;3+ years;3+ years;Mobile;male;785;850;637;0;431;1500;1100
8548;23/09/12 16:36;RS;National account executive;19/04/80;9800;2300;TRUE;3+ years;3+ years;Work;male;746;542;663;383;409;4500;3800
8549;18/11/13 13:23;SP;Research chef;29/09/59;3600;1600;TRUE;3+ years;1-2 years;Mobile;male;200;248;369;0;317;2500;1100
8550;20/11/13 12:06;RJ;Publicity expert;23/08/96;9500;1100;TRUE;3+ years;6 months or less;Mobile;male;627;850;550;538;197;2000;1300
8551;27/11/12 19:16;SP;Civil engineer;19/02/72;3100;1300;TRUE;6 months or less;6 months or less;Mobile;male;200;351;251;14;302;11500;10700
8552;03/03/14 13:02;PA;Forest and conservation worker;24/08/67;2500;1700;FALSE;3+ years;3+ years;Mobile;male;441;447;505;94;247;20000;19600
8553;20/08/14 14:43;RJ;Derrick operator;27/05/99;4500;1450;TRUE;3+ years;1-2 years;Mobile;female;200;444;306;13;452;1500;1100
8554;20/10/14 13:43;SP;Maid;07/03/68;6300;1600;TRUE;3+ years;1-2 years;Mobile;male;481;335;588;592;382;14500;13700
8555;11/06/14 19:37;SP;Technical support specialist;08/09/77;6000;1550;TRUE;6 months or less;3+ years;Mobile;male;785;513;674;0;507;25500;23700
8556;17/05/13 12:04;DF;Short-order cook;01/10/85;2300;1000;FALSE;3+ years;6 months or less;Mobile;male;755;850;667;354;384;12000;11600
8557;03/04/12 21:21;RS;Electronic masking system operator;20/12/90;2700;1050;TRUE;1-2 years;3+ years;Mobile;female;489;628;502;288;230;12500;12100
8558;25/09/13 15:07;AM;Broadcast field supervisor;09/06/71;11600;400;TRUE;3+ years;3+ years;Mobile;male;668;818;466;178;153;22000;21600
8559;23/02/15 21:04;RJ;Legal investigator;15/11/69;3900;1450;FALSE;7-12 months;3+ years;Mobile;male;200;423;326;542;427;22500;21900
8560;08/12/14 19:49;PE;Survey researcher;11/12/57;4300;1850;FALSE;3+ years;3+ years;Mobile;female;724;737;619;528;314;1500;1100
8561;14/03/15 15:44;PA;Industrial-organizational psychologist;04/10/88;4200;1700;TRUE;3+ years;3+ years;Mobile;female;200;140;218;682;442;5500;3700
8562;04/06/12 12:19;PE;Interviewer;24/05/74;800;1950;TRUE;3+ years;1-2 years;Mobile;male;646;693;551;0;450;2500;1100
8563;17/05/15 16:52;PR;Print binding and finishing worker;07/11/92;3300;1450;TRUE;3+ years;3+ years;Mobile;male;789;691;685;0;516;12000;11400
8564;23/04/12 19:45;RJ;Boilermaker;11/11/64;700;600;TRUE;6 months or less;3+ years;Mobile;female;709;850;673;585;417;1500;1000
8565;12/08/12 21:29;CE;Medical record coder;10/10/92;3000;200;TRUE;7-12 months;3+ years;Mobile;female;742;850;584;0;336;2500;1100
8566;04/12/13 15:05;RJ;Anchor;31/03/85;900;2450;TRUE;3+ years;1-2 years;Mobile;female;200;183;268;280;231;16500;16000
8567;06/09/14 15:37;RJ;Landscape architect;06/07/87;1700;3750;TRUE;3+ years;3+ years;Mobile;male;456;394;448;265;428;8000;7000
8568;28/06/14 10:27;SP;Cutting and slicing machine tender;18/04/87;11700;3550;FALSE;6 months or less;3+ years;Mobile;male;677;731;643;17;292;23500;22900
8569;27/01/14 13:05;SP;Data coder operator;08/04/47;4100;750;FALSE;3+ years;3+ years;Mobile;male;743;800;625;0;693;4500;3800
8570;23/10/12 20:03;SP;Gastroenterologist;23/01/84;3400;1900;TRUE;3+ years;3+ years;Mobile;female;604;435;524;723;119;11500;11000
8571;27/12/14 20:00;GO;Computer programmer;18/06/58;1600;0;FALSE;6 months or less;3+ years;Home;male;744;850;582;413;440;10000;9100
8572;06/12/14 17:01;RJ;Paratransit driver;25/12/63;400;500;TRUE;1-2 years;3+ years;Mobile;male;744;850;678;463;382;10000;8700
8573;19/02/15 15:55;MG;Social work policy maker;26/07/59;13500;2750;FALSE;1-2 years;3+ years;Mobile;female;665;606;577;194;711;6000;5100
8574;18/11/13 17:59;SP;Electrical and electronics repairer;08/02/88;16600;1650;TRUE;1-2 years;1-2 years;Mobile;male;339;252;401;450;381;37500;36400
8575;25/04/15 10:42;SC;Materials scientist;19/07/56;2400;150;FALSE;1-2 years;3+ years;Mobile;female;572;222;482;393;274;11500;11100
8576;28/01/13 13:49;RS;Paleomagnetist;18/05/97;1200;550;TRUE;7-12 months;3+ years;Mobile;male;746;669;646;220;535;14000;13400
8577;09/06/14 16:22;PR;University instructor;11/06/82;4000;350;TRUE;6 months or less;3+ years;Home;female;427;271;355;20;540;1500;1200
8578;26/07/14 13:12;SC;Garbage collector;14/09/54;5000;1200;FALSE;6 months or less;1-2 years;Mobile;female;607;584;407;0;414;14000;12900
8579;20/07/11 20:55;SP;Pilot;24/12/87;4000;700;TRUE;1-2 years;1-2 years;Mobile;male;200;312;264;77;553;1500;1300
8580;25/10/11 10:32;RJ;Transmission engineer;16/01/71;7200;1700;TRUE;6 months or less;3+ years;Mobile;male;467;584;442;336;124;15000;14700
8581;14/11/13 15:40;SP;Pipelayer;16/10/62;2300;150;TRUE;3+ years;1-2 years;Mobile;female;703;793;586;205;663;2000;1300
8582;08/06/15 01:27;MS;Illustrator;15/04/83;5300;2500;TRUE;3+ years;6 months or less;Mobile;male;464;561;458;16;413;10000;9500
8583;13/04/15 17:52;MG;Fund manager;13/10/78;2600;650;FALSE;3+ years;3+ years;Mobile;female;636;484;540;0;262;2000;1200
8584;24/05/14 18:48;MG;Mail processing machine operator;24/06/79;7400;750;FALSE;3+ years;6 months or less;Mobile;male;617;683;637;196;611;1500;1100
8585;14/01/15 18:25;RN;Booth cashier;18/05/79;4200;1800;TRUE;3+ years;3+ years;Mobile;male;759;850;662;272;354;1500;1200
8586;28/03/13 12:32;MG;Cage cashier;20/07/73;1500;400;TRUE;3+ years;3+ years;Mobile;female;670;850;596;588;366;2000;1100
8587;04/06/14 08:18;SP;Employee relations manager;21/09/83;2900;1000;TRUE;1-2 years;3+ years;Mobile;male;200;306;200;152;340;12500;10400
8588;25/08/14 02:04;SP;Auto damage appraiser;06/03/62;2000;1550;FALSE;1-2 years;3+ years;Mobile;male;200;304;200;453;228;1500;1100
8589;25/12/13 13:17;RJ;Counseling psychologist;06/02/79;3100;350;FALSE;3+ years;7-12 months;Mobile;female;678;829;562;755;289;4500;4100
8590;18/05/15 03:31;SP;Receive-and-deliver clerk;26/09/73;3400;1150;TRUE;1-2 years;3+ years;Mobile;male;602;850;500;119;475;16000;15000
8591;25/10/11 16:46;MG;Electronic home entertainment equipment repairer;05/08/73;1600;250;TRUE;1-2 years;6 months or less;Mobile;male;721;850;637;0;264;20500;20000
8592;06/02/12 15:13;PR;Print binding and finishing worker;29/09/63;3500;2250;TRUE;1-2 years;3+ years;Mobile;male;792;850;645;403;554;7500;7000
8593;27/10/11 20:16;SP;Career-technology teacher;13/08/90;8400;850;TRUE;3+ years;3+ years;Home;female;741;595;603;93;526;23500;23000
8594;04/04/14 20:00;PA;Sports competitor;06/08/78;200;650;TRUE;7-12 months;1-2 years;Home;female;567;516;580;441;501;3500;1600
8595;25/01/15 17:04;MG;Bus dispatcher;10/07/75;200;850;TRUE;3+ years;3+ years;Mobile;female;717;804;618;593;636;1500;1400
8596;04/10/12 16:18;MG;Army;14/11/77;900;800;TRUE;6 months or less;6 months or less;Mobile;female;651;704;609;570;437;2000;1300
8597;15/09/14 22:43;SP;Administrator;26/12/97;3100;1300;TRUE;7-12 months;7-12 months;Mobile;female;772;768;638;141;328;1500;1300
8598;25/04/11 14:00;ES;Aircraft engineer;06/12/55;1700;1150;FALSE;3+ years;3+ years;Mobile;male;646;623;607;0;618;20000;19500
8599;18/03/15 10:41;RN;Vegetable cook;25/07/77;3200;0;FALSE;3+ years;3+ years;Mobile;female;541;448;495;0;255;1500;1200
8600;30/03/12 15:25;RJ;Aircraft electronic systems specialist;09/03/89;6300;1100;TRUE;3+ years;3+ years;Mobile;female;706;572;677;30;504;2500;1500
8601;14/10/11 04:50;DF;Baggage porter;18/01/73;6600;250;TRUE;7-12 months;1-2 years;Mobile;female;200;283;237;565;438;21500;21000
8602;03/11/11 17:29;SP;Hairdresser;22/05/80;6900;2700;FALSE;3+ years;1-2 years;Mobile;female;773;850;686;374;547;18500;18200
8603;20/04/15 17:18;SP;INS agent;01/02/70;5200;950;FALSE;3+ years;1-2 years;Mobile;male;323;327;358;34;308;19500;18200
8604;01/04/13 07:32;PR;Court officer;01/02/62;6800;2250;FALSE;3+ years;3+ years;Mobile;male;268;340;318;732;460;11500;11100
8605;06/07/12 13:38;MT;Hardware engineer;13/04/65;800;2300;TRUE;7-12 months;7-12 months;Mobile;male;712;850;610;183;497;4000;3000
8606;13/06/12 21:12;SC;Transcriber;14/10/78;3500;1150;TRUE;3+ years;6 months or less;Home;male;770;850;628;620;252;3000;2000
8607;11/02/13 12:37;MG;CAD operator;22/01/88;4500;450;TRUE;1-2 years;1-2 years;Mobile;male;735;835;605;284;689;4500;3400
8608;25/12/14 20:30;DF;Instructional aide;03/10/62;2600;600;FALSE;6 months or less;3+ years;Home;female;206;276;200;505;440;2000;1600
8609;21/10/13 11:19;DF;Electrotyper;11/05/59;4800;4100;TRUE;3+ years;3+ years;Mobile;male;745;279;690;101;272;3000;2300
8610;23/01/15 15:02;SP;Promoter;07/04/67;4400;700;FALSE;1-2 years;3+ years;Mobile;male;482;745;494;156;350;25000;24200
8611;25/09/12 11:22;TO;Wildlife officer;20/09/48;2000;1050;FALSE;3+ years;3+ years;Mobile;female;724;778;612;384;567;2000;1100
8612;06/01/14 10:18;SP;Quality control technician;16/07/91;2500;1200;TRUE;3+ years;3+ years;Mobile;female;514;470;501;721;445;2000;1100
8613;16/04/14 10:15;DF;Transmission technician;09/03/88;2600;1800;TRUE;3+ years;3+ years;Mobile;female;678;850;558;314;330;9500;7100
8614;29/11/11 20:13;MT;Chiropractor;02/11/81;3300;1000;TRUE;6 months or less;1-2 years;Mobile;male;367;566;415;680;419;3500;3200
8615;09/08/12 06:07;SP;Corporate trainer;18/05/77;2500;150;TRUE;1-2 years;1-2 years;Mobile;male;533;485;594;164;420;6500;5300
8616;06/06/15 16:24;RN;Fumigator;07/01/74;1300;1300;TRUE;1-2 years;3+ years;Mobile;female;200;296;317;68;378;14000;13400
8617;01/10/13 10:55;PR;Medical social worker;18/09/58;4500;1450;FALSE;3+ years;3+ years;Mobile;female;758;850;665;715;457;15000;14500
8618;25/08/12 10:47;SP;Computer support specialist;04/06/84;3900;800;TRUE;3+ years;1-2 years;Mobile;female;353;418;357;77;421;2000;1200
8619;22/07/14 21:42;ES;Furnace, kiln, oven, drier, and kettle tender;01/11/97;1100;1300;TRUE;3+ years;7-12 months;Mobile;female;734;191;664;99;440;2000;1100
8620;13/07/13 16:50;SP;Landscape designer;07/05/66;10300;1850;TRUE;7-12 months;3+ years;Mobile;male;348;602;420;394;510;1500;1100
8621;29/01/12 09:47;BA;Dredge, excavating, and loading machine operator;01/09/82;3700;400;TRUE;6 months or less;3+ years;Home;female;200;827;200;404;470;20500;19900
8622;27/12/14 19:55;PE;Grill cook;24/02/96;4600;850;TRUE;1-2 years;6 months or less;Home;male;200;614;311;176;188;4500;3800
8623;17/02/14 12:28;PR;Blockmason;06/04/79;7000;1550;TRUE;3+ years;3+ years;Mobile;male;661;583;531;0;434;14500;12500
8624;17/09/11 17:12;SP;Condominium association manager;18/05/75;10200;2400;FALSE;3+ years;6 months or less;Mobile;female;200;219;200;136;378;14000;13400
8625;02/06/14 19:26;BA;Power dispatcher;06/08/92;6800;650;TRUE;7-12 months;6 months or less;Mobile;female;489;587;367;701;526;23000;20800
8626;21/11/13 14:57;PI;Superintendent;11/07/95;600;700;TRUE;3+ years;3+ years;Mobile;male;481;686;488;394;357;1500;1100
8627;07/05/14 16:39;MG;Violin repairer;06/11/77;600;1400;FALSE;3+ years;3+ years;Mobile;male;200;134;228;101;419;9500;9300
8628;21/07/14 11:02;DF;Public relations manager;21/04/69;3000;1000;TRUE;3+ years;3+ years;Mobile;female;761;850;675;0;339;20000;19400
8629;23/04/13 14:45;RJ;Call completion operator;22/08/63;2000;0;FALSE;1-2 years;3+ years;Mobile;female;745;850;657;240;423;22000;21200
8630;17/03/15 13:13;SP;School bus driver;08/04/87;3600;1050;TRUE;3+ years;6 months or less;Mobile;female;699;619;586;182;603;1500;1200
8631;18/12/13 18:39;PE;Rough carpenter;27/11/68;5500;1700;TRUE;3+ years;3+ years;Mobile;male;434;412;457;363;369;1500;1100
8632;08/12/14 13:05;ES;Entomologist;03/10/52;8200;2050;FALSE;3+ years;6 months or less;Mobile;male;737;501;690;0;615;14000;11500
8633;20/03/13 23:00;DF;Keypunch operator;18/12/73;1100;650;TRUE;3+ years;7-12 months;Mobile;male;200;109;217;0;420;2000;1200
8634;01/02/14 22:38;SC;Executive editor;20/12/00;9000;200;TRUE;3+ years;7-12 months;Mobile;male;639;318;651;732;422;2000;1100
8635;17/12/12 10:58;PR;Front desk receptionist;22/06/79;1700;150;TRUE;3+ years;3+ years;Mobile;male;505;583;407;683;174;10000;9200
8636;07/04/12 16:38;SP;Architect;03/08/47;1000;0;FALSE;1-2 years;6 months or less;Mobile;female;687;850;690;107;135;22000;20500
8637;22/11/13 15:23;MG;Political scientist;25/01/88;2100;600;TRUE;3+ years;1-2 years;Mobile;female;552;348;520;6;459;5000;4700
8638;03/04/14 21:28;RJ;Trader;03/09/78;11200;250;FALSE;3+ years;3+ years;Mobile;male;495;543;383;336;363;1500;1300
8639;10/07/11 17:56;SC;Institution and cafeteria cook;07/08/71;4700;1750;TRUE;3+ years;3+ years;Work;male;673;385;493;0;464;1500;1100
8640;28/04/14 11:58;RS;Technical sales support worker;04/09/76;800;700;TRUE;1-2 years;3+ years;Mobile;male;788;850;690;229;277;2000;1100
8641;24/11/12 14:03;RS;Dance captain;24/02/84;1200;600;TRUE;3+ years;1-2 years;Mobile;male;200;317;261;26;711;10000;9700
8642;06/06/13 11:46;GO;Camera repairer;29/05/75;4000;500;TRUE;1-2 years;3+ years;Mobile;male;200;298;200;566;531;2000;1700
8643;28/04/14 10:41;RJ;Demographic economist;10/10/70;200;1100;FALSE;7-12 months;1-2 years;Mobile;male;200;445;264;323;434;18000;17300
8644;15/09/11 18:53;RJ;Auto damage appraiser;18/07/74;2700;350;TRUE;3+ years;7-12 months;Mobile;male;200;293;318;52;305;12000;11300
8645;28/10/11 19:52;SP;Personnel director;19/06/94;5500;800;FALSE;7-12 months;3+ years;Mobile;female;773;850;609;13;304;19000;18000
8646;20/01/15 15:29;GO;Esthetician;22/09/85;0;600;TRUE;3+ years;3+ years;Mobile;female;711;712;637;84;228;1500;1100
8647;04/03/14 21:38;DF;Computer systems analyst;27/06/85;1000;1150;TRUE;1-2 years;1-2 years;Mobile;female;731;516;679;0;422;1500;1100
8648;19/11/14 17:39;CE;Director;12/02/61;11900;1150;FALSE;3+ years;6 months or less;Mobile;male;677;478;485;671;160;2000;1200
8649;07/10/14 13:24;TO;Water resources engineer;29/12/79;5700;1900;FALSE;1-2 years;3+ years;Mobile;female;366;131;391;144;554;9500;9000
8650;15/05/13 13:18;CE;Geophysicist;26/10/70;3000;3150;TRUE;3+ years;3+ years;Mobile;female;200;850;221;0;320;3000;1100
8651;22/05/13 14:04;MG;Recruitment manager;10/08/80;1500;1600;TRUE;7-12 months;3+ years;Home;female;711;850;565;100;718;1500;1100
8652;06/05/14 19:20;RS;Landlord;17/07/87;2000;450;TRUE;1-2 years;3+ years;Mobile;female;200;438;200;646;596;13000;11800
8653;02/02/15 16:32;MG;Payroll and timekeeping clerk;30/04/88;8000;1900;TRUE;3+ years;3+ years;Mobile;male;661;747;573;0;707;14500;13400
8654;09/06/13 17:52;RJ;Scaler;14/04/94;5800;3200;TRUE;6 months or less;6 months or less;Mobile;female;685;663;577;307;448;15500;15200
8655;10/05/13 15:25;SP;Studio camera operator;12/05/76;3300;5250;TRUE;3+ years;3+ years;Mobile;male;657;839;559;159;102;9500;8200
8656;18/05/15 15:36;SP;Transportation, storage, and distribution manager;18/01/80;10800;3950;TRUE;6 months or less;6 months or less;Mobile;male;631;265;565;0;463;27000;26000
8657;20/03/12 07:52;SP;Dining room and cafeteria attendant;16/11/86;3600;350;TRUE;7-12 months;3+ years;Mobile;male;200;327;269;0;331;2000;1200
8658;14/07/14 12:07;MG;Sheet metal worker;28/12/69;6900;6100;TRUE;3+ years;1-2 years;Mobile;female;775;654;690;252;155;1500;1100
8659;17/06/12 10:51;GO;Computer clerk;15/10/74;5600;1300;TRUE;1-2 years;1-2 years;Mobile;female;200;100;297;23;443;20500;19900
8660;05/11/12 09:21;SP;Purchasing director;06/08/78;13600;3900;TRUE;3+ years;3+ years;Mobile;male;797;801;648;0;435;2000;1300
8661;07/06/14 20:07;DF;Cardiovascular technologist;08/09/78;2800;450;TRUE;3+ years;3+ years;Mobile;female;738;825;612;0;81;16000;15300
8662;22/02/15 21:05;PE;Correctional officer;21/07/69;6800;1000;TRUE;3+ years;;Mobile;male;389;482;354;82;434;10000;9400
8663;23/08/14 21:27;RJ;Gerontology aide;08/09/59;5300;0;FALSE;7-12 months;3+ years;Mobile;female;750;641;594;0;574;4000;3100
8664;26/10/14 11:29;RJ;News correspondent;04/08/62;7000;2700;FALSE;1-2 years;3+ years;Mobile;female;728;634;673;445;124;25000;24300
8665;06/07/13 05:35;RS;Musical instrument repairer;18/12/69;2800;850;FALSE;3+ years;3+ years;Mobile;female;530;330;512;54;373;6500;5800
8666;27/04/13 22:20;PR;Employee relations manager;03/04/77;4700;3200;TRUE;1-2 years;3+ years;Home;female;690;621;554;0;445;2500;1500
8667;27/04/15 13:59;GO;Nannie;15/11/67;400;750;TRUE;1-2 years;3+ years;Mobile;male;413;360;330;58;443;2000;1100
8668;02/04/12 10:21;AM;Clerk typist;22/10/72;9200;3350;TRUE;3+ years;1-2 years;Mobile;female;643;795;615;114;253;8500;7700
8669;18/05/14 21:16;SP;Wound, ostomy, and continence nurse;02/07/85;7100;1850;TRUE;3+ years;1-2 years;Mobile;female;554;681;520;297;302;2000;1400
8670;24/10/11 16:34;RJ;Pretrial services officer;10/06/62;4100;1300;TRUE;3+ years;3+ years;Mobile;female;707;776;674;0;412;21500;21000
8671;12/04/14 12:13;SP;Adjuster;05/11/90;4900;2000;TRUE;1-2 years;3+ years;Mobile;male;353;562;352;9;707;24000;23300
8672;07/11/11 13:01;SP;Personnel technician;07/04/76;3400;1250;TRUE;3+ years;3+ years;Mobile;female;749;850;526;783;543;3000;1100
8673;07/03/12 18:39;RJ;Foreign language interpreter;07/12/59;3400;0;FALSE;3+ years;3+ years;Mobile;female;651;753;548;452;241;16500;16200
8674;28/10/11 18:39;SP;Machine tender;24/11/45;5500;1150;FALSE;7-12 months;6 months or less;Mobile;female;753;742;659;0;356;21500;20700
8675;14/06/13 12:38;SC;Dining room and cafeteria attendant;11/03/79;3000;1850;TRUE;3+ years;3+ years;Mobile;male;376;337;421;659;333;2000;1200
8676;04/06/12 21:20;SP;Engineering technician;15/08/91;1100;2650;TRUE;3+ years;6 months or less;Mobile;female;288;224;340;448;442;2500;1300
8677;04/01/13 12:37;PE;Dental assistant;30/06/88;2200;1500;TRUE;3+ years;3+ years;Home;male;200;100;287;345;596;1500;1000
8678;08/01/15 13:25;RN;Nurse informaticist;24/02/90;600;1600;TRUE;1-2 years;3+ years;Mobile;male;613;693;510;518;618;3500;1700
8679;04/02/12 13:07;SP;Referee;08/03/88;11000;2000;TRUE;1-2 years;3+ years;Mobile;female;794;542;690;47;246;2500;2000
8680;12/09/11 15:24;SP;Passenger service agent;10/05/74;2400;750;FALSE;6 months or less;1-2 years;Mobile;female;307;100;348;333;442;2000;1300
8681;02/07/11 14:50;RJ;Medical technician;10/09/57;6700;1050;FALSE;3+ years;6 months or less;Mobile;male;778;669;582;0;431;16000;15300
